Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Title
1,2,female,33.0,0,2,26.0,E,S,Mrs.
1,1,male,42.0,0,0,26.55,C,S,Mr.
0,3,male,28.0,0,0,22.525,F,S,Mr.
1,3,male,26.0,0,0,56.4958,F,S,Mr.
1,3,male,29.0,0,0,7.75,F,Q,Mr.
0,3,male,30.0,0,0,8.05,F,S,Mr.
1,1,male,36.0,0,0,26.2875,E,S,Mr.
1,1,female,54.0,1,0,59.4,C,C,Mrs.
0,3,male,24.0,0,0,7.4958,F,S,Mr.
0,1,male,47.0,0,0,34.0208,D,S,Mr.
1,2,female,34.0,0,0,10.5,F,S,Mrs.
0,3,male,37.0,0,0,24.15,F,Q,Mr.
1,2,female,36.0,1,0,26.0,E,S,Mrs.
0,3,male,32.0,0,0,7.8958,F,S,Mr.
1,1,female,30.0,0,0,93.5,B,S,Miss.
0,3,male,22.0,0,0,7.8958,F,S,Mr.
0,3,male,27.0,0,0,7.225,F,C,Mr.
1,1,female,44.0,0,1,57.9792,B,C,Mrs.
0,3,male,27.0,0,0,7.2292,F,C,Mr.
0,3,male,40.5,0,0,7.75,F,Q,Mr.
1,2,female,50.0,0,0,10.5,E,S,Miss.
0,1,male,41.0,0,0,221.7792,C,S,Mr.
0,3,male,39.0,0,0,7.925,F,S,Mr.
0,2,male,23.0,2,1,11.5,E,S,Mr.
1,2,female,2.0,1,1,26.0,E,S,Miss.
0,3,male,27.0,0,0,7.2292,F,C,Mr.
0,3,male,17.0,1,1,7.2292,F,C,Mr.
1,3,female,30.0,0,2,22.3583,F,C,Mrs.
0,3,female,30.0,0,0,8.6625,F,S,Miss.
1,2,female,7.0,0,2,26.25,E,S,Miss.
0,1,male,45.0,0,0,26.55,B,S,etc
1,1,female,30.0,0,0,106.425,C,C,Miss.
0,3,male,30.0,0,0,14.5,F,S,Mr.
1,1,female,22.0,0,2,49.5,B,C,Miss.
1,1,female,36.0,0,2,71.0,B,S,Miss.
0,3,female,9.0,4,2,31.275,F,S,Miss.
0,3,female,11.0,4,2,31.275,F,S,Miss.
1,2,male,32.0,1,0,26.0,E,S,Mr.
0,1,male,50.0,1,0,106.425,C,C,Mr.
0,1,male,64.0,0,0,26.0,C,S,Mr.
1,2,female,19.0,1,0,26.0,E,S,Mrs.
1,2,male,31.0,0,0,13.8625,E,C,Mr.
0,3,male,33.0,1,1,20.525,F,S,Mr.
1,2,male,8.0,1,1,36.75,E,S,Master.
1,1,male,17.0,0,2,110.8833,C,C,Mr.
0,2,male,27.0,0,0,26.0,E,S,Mr.
0,3,male,37.0,0,0,7.8292,F,Q,Mr.
1,3,male,22.0,0,0,7.225,F,C,Mr.
1,3,female,22.0,0,0,7.775,F,S,Miss.
0,1,male,62.0,0,0,26.55,C,S,Mr.
1,1,female,48.0,1,0,39.6,A,C,etc
0,1,male,38.0,0,0,227.525,C,C,Mr.
1,1,female,39.0,1,1,79.65,E,S,Mrs.
1,3,female,36.0,1,0,17.4,F,S,Mrs.
0,3,male,37.0,0,0,7.75,F,Q,Mr.
0,3,male,40.0,0,0,7.8958,F,S,Mr.
0,2,male,28.0,0,0,13.5,E,S,Mr.
0,3,male,30.0,0,0,8.05,F,S,Mr.
0,3,female,19.0,0,0,8.05,F,S,Miss.
0,3,male,24.0,2,0,24.15,F,S,Mr.
0,3,male,19.0,0,0,7.8958,F,S,Mr.
0,3,female,29.0,0,4,21.075,F,S,Mrs.
0,3,male,27.0,0,0,7.2292,F,C,Mr.
1,3,male,32.0,0,0,7.8542,F,S,Mr.
1,2,male,62.0,0,0,10.5,E,S,Mr.
1,1,female,53.0,2,0,51.4792,C,S,Mrs.
1,1,male,36.0,0,0,26.3875,E,S,Mr.
1,3,female,26.0,0,0,7.75,F,Q,Miss.
0,3,male,16.0,0,0,8.05,F,S,Mr.
0,3,male,19.0,0,0,14.5,F,S,Mr.
1,2,female,34.0,0,0,13.0,E,S,Miss.
1,1,female,39.0,1,0,55.9,E,S,Mrs.
0,3,female,28.0,1,0,14.4583,F,C,Mrs.
1,3,male,32.0,0,0,7.925,F,S,Mr.
1,2,female,25.0,1,1,30.0,E,S,Miss.
1,1,female,39.0,1,1,110.8833,C,C,Mrs.
0,2,male,54.0,0,0,26.0,E,S,Mr.
0,1,male,36.0,0,0,40.125,A,C,Mr.
0,3,male,27.0,0,0,8.7125,F,C,Mr.
1,1,female,18.0,0,2,79.65,E,S,Miss.
0,2,male,47.0,0,0,15.0,E,S,Mr.
1,1,male,60.0,1,1,79.2,B,C,Mr.
0,3,male,22.0,0,0,8.05,F,S,Mr.
0,3,male,30.0,0,0,8.05,F,S,Mr.
0,3,male,35.0,0,0,7.125,F,S,Mr.
1,1,female,52.0,1,0,78.2667,D,C,Mrs.
0,3,male,47.0,0,0,7.25,F,S,Mr.
0,3,female,26.0,0,2,7.75,F,Q,Miss.
0,2,male,37.0,1,0,26.0,E,S,Mr.
0,3,male,36.0,1,1,24.15,F,S,Mr.
1,2,female,23.0,0,0,33.0,E,S,Miss.
0,3,male,49.0,0,0,0.0,F,S,Mr.
0,3,male,27.0,0,0,7.225,F,C,Mr.
1,1,male,49.0,1,0,56.9292,A,C,etc
1,2,female,24.0,2,1,27.0,E,S,Mrs.
0,3,male,30.0,0,0,7.8958,F,S,Mr.
0,1,male,42.0,0,0,42.4,C,S,Mr.
0,3,male,44.0,0,0,8.05,F,S,Mr.
1,1,male,35.0,0,0,26.55,C,C,Mr.
0,3,male,36.0,1,0,15.55,F,S,Mr.
0,3,male,30.0,0,0,7.8958,F,S,Mr.
1,1,male,27.0,0,0,30.5,C,S,Mr.
1,2,female,22.0,1,2,41.5792,E,C,Mrs.
1,1,female,40.0,0,0,153.4625,C,S,Miss.
0,3,female,39.0,1,5,31.275,F,S,Mrs.
0,3,male,30.0,0,0,7.05,F,S,Mr.
1,3,female,23.0,1,0,15.5,F,Q,Miss.
0,3,male,37.0,0,0,7.75,F,Q,Mr.
0,3,male,35.0,0,0,8.05,F,S,Mr.
1,2,female,24.0,1,2,65.0,E,S,Miss.
0,3,male,34.0,1,1,14.4,F,S,Mr.
0,3,female,26.0,1,0,16.1,F,S,Mrs.
1,2,female,4.0,2,1,39.0,F,S,Miss.
0,2,male,26.0,0,0,10.5,E,S,Mr.
0,3,male,27.0,1,0,14.4542,F,C,Mr.
1,1,male,42.0,1,0,52.5542,D,S,Mr.
1,3,male,20.0,1,1,15.7417,F,C,Mr.
0,3,male,21.0,0,0,7.8542,F,S,Mr.
0,3,male,21.0,0,0,16.1,F,S,Mr.
0,1,male,61.0,0,0,32.3208,D,S,Mr.
0,2,male,57.0,0,0,12.35,E,Q,etc
1,1,female,21.0,0,0,77.9583,D,S,Miss.
0,3,male,26.0,0,0,7.8958,F,S,Mr.
0,3,male,37.0,0,0,7.7333,F,Q,Mr.
1,1,male,80.0,0,0,30.0,A,S,Mr.
0,3,male,51.0,0,0,7.0542,F,S,Mr.
1,1,male,32.0,0,0,30.5,B,C,etc
0,1,male,42.0,0,0,0.0,C,S,Mr.
0,3,female,9.0,3,2,27.9,F,S,Miss.
1,2,female,28.0,0,0,13.0,E,S,Miss.
0,3,male,32.0,0,0,7.925,F,S,Mr.
0,2,male,31.0,1,1,26.25,E,S,Mr.
0,3,female,41.0,0,5,39.6875,F,S,Mrs.
0,3,male,28.0,1,0,16.1,F,S,Mr.
0,3,male,20.0,0,0,7.8542,F,S,Mr.
1,1,female,24.0,0,0,69.3,B,C,Miss.
0,3,female,2.0,3,2,27.9,F,S,Miss.
1,3,male,30.0,0,0,56.4958,F,S,Mr.
1,3,female,0.75,2,1,19.2583,F,C,Miss.
1,1,male,48.0,1,0,76.7292,D,C,Mr.
0,3,male,19.0,0,0,7.8958,F,S,Mr.
1,1,male,56.0,0,0,35.5,A,C,etc
0,3,male,30.0,0,0,7.55,F,S,Mr.
1,3,female,23.0,0,0,7.55,F,S,Miss.
0,3,male,30.0,0,0,7.8958,F,S,Mr.
1,2,female,18.0,0,1,23.0,E,S,Miss.
0,3,male,21.0,0,0,8.4333,F,S,Mr.
1,3,female,26.0,0,0,7.8292,F,Q,Miss.
0,3,female,18.0,0,0,6.75,F,Q,Miss.
0,2,male,24.0,2,0,73.5,E,S,Mr.
0,3,male,30.0,0,0,7.8958,F,S,Mr.
0,3,female,32.0,1,1,15.5,F,Q,Mrs.
0,2,male,23.0,0,0,13.0,E,S,Mr.
0,1,male,58.0,0,2,113.275,D,C,Mr.
1,1,male,50.0,2,0,133.65,C,S,etc
0,3,male,40.0,0,0,7.225,F,C,Mr.
0,1,male,47.0,0,0,25.5875,E,S,Mr.
0,3,male,36.0,0,0,7.4958,F,S,Mr.
1,3,male,20.0,1,0,7.925,F,S,Mr.
0,2,male,32.0,2,0,73.5,E,S,Mr.
0,2,male,25.0,0,0,13.0,E,S,Mr.
0,3,male,30.0,0,0,7.775,F,S,Mr.
0,3,male,43.0,0,0,8.05,F,S,Mr.
1,1,female,43.0,1,0,52.0,C,S,Mrs.
1,2,female,40.0,1,1,39.0,E,S,Mrs.
0,1,male,31.0,1,0,52.0,B,S,Mr.
0,2,male,70.0,0,0,10.5,E,S,Mr.
1,2,male,31.0,0,0,13.0,E,S,Mr.
0,2,male,34.0,0,0,0.0,E,S,Mr.
0,3,male,18.0,0,0,7.775,F,S,Mr.
0,3,male,24.5,0,0,8.05,F,S,Mr.
1,3,female,18.0,0,0,9.8417,F,S,Miss.
0,3,female,43.0,1,6,46.9,F,S,Mrs.
1,1,male,36.0,0,1,512.3292,B,C,Mr.
0,3,female,26.0,0,0,8.1375,F,Q,Miss.
1,1,male,27.0,0,0,76.7292,D,C,Mr.
0,3,male,20.0,0,0,9.225,F,S,Mr.
0,3,male,14.0,5,2,46.9,F,S,Mr.
0,2,male,60.0,1,1,39.0,E,S,Mr.
0,2,male,25.0,1,2,41.5792,E,C,Mr.
0,3,male,14.0,4,1,39.6875,F,S,Mr.
0,3,male,19.0,0,0,10.1708,F,S,Mr.
0,3,male,18.0,0,0,7.7958,F,S,Mr.
1,1,female,15.0,0,1,211.3375,B,S,Miss.
1,1,male,31.0,1,0,57.0,B,S,Mr.
1,3,female,4.0,0,1,13.4167,F,C,Miss.
1,3,male,30.0,0,0,56.4958,F,S,Mr.
0,3,male,25.0,0,0,7.225,F,C,Mr.
0,1,male,60.0,0,0,26.55,C,S,etc
0,2,male,52.0,0,0,13.5,E,S,Mr.
0,3,male,44.0,0,0,8.05,F,S,Mr.
1,3,female,26.0,0,0,7.7333,F,Q,Miss.
0,1,male,49.0,1,1,110.8833,C,C,Mr.
0,3,male,42.0,0,0,7.65,F,S,Mr.
1,1,female,18.0,1,0,227.525,C,C,Mrs.
1,1,male,35.0,0,0,26.2875,E,S,Mr.
0,3,female,18.0,0,1,14.4542,F,C,Miss.
0,3,male,25.0,0,0,7.7417,F,Q,Mr.
0,3,male,26.0,1,0,7.8542,F,S,Mr.
0,2,male,39.0,0,0,26.0,E,S,Mr.
1,2,female,45.0,0,0,13.5,E,S,Mrs.
1,1,male,42.0,0,0,26.2875,E,S,Mr.
1,1,female,22.0,0,0,151.55,C,S,Miss.
1,3,male,2.0,1,1,15.2458,F,C,Master.
1,1,female,24.0,0,0,49.5042,C,C,Miss.
0,1,male,42.0,0,0,26.55,C,S,Mr.
1,1,male,48.0,1,0,52.0,C,S,Mr.
0,3,male,29.0,0,0,9.4833,F,S,Mr.
0,2,male,52.0,0,0,13.0,E,S,Mr.
0,3,male,19.0,0,0,7.65,F,S,Mr.
1,1,female,38.0,0,0,227.525,C,C,Miss.
1,2,female,27.0,0,0,10.5,E,S,Miss.
0,3,male,37.0,0,0,15.5,F,Q,Mr.
0,3,male,33.0,0,0,7.775,F,S,Mr.
1,2,female,6.0,0,1,33.0,E,S,Miss.
0,3,male,17.0,1,0,7.0542,F,S,Mr.
0,2,male,34.0,0,0,13.0,E,S,Mr.
0,2,male,50.0,0,0,13.0,E,S,Mr.
1,1,male,27.0,1,0,53.1,E,S,Mr.
0,3,male,20.0,0,0,8.6625,F,S,Mr.
1,2,female,30.0,3,0,21.0,E,S,Mrs.
1,3,female,26.0,0,0,7.7375,F,Q,Miss.
0,2,male,25.0,1,0,26.0,E,S,Mr.
0,3,female,25.0,1,0,7.925,F,S,Miss.
1,1,female,29.0,0,0,211.3375,B,S,Miss.
0,3,male,11.0,0,0,18.7875,F,C,Mr.
0,2,male,34.0,0,0,0.0,E,S,Mr.
0,2,male,23.0,0,0,13.0,E,S,Mr.
0,2,male,23.0,0,0,13.0,E,S,Mr.
0,3,male,28.5,0,0,16.1,F,S,Mr.
0,3,female,48.0,1,3,34.375,F,S,Mrs.
1,1,male,35.0,0,0,512.3292,B,C,Mr.
0,3,male,30.0,0,0,7.8958,F,S,Mr.
0,3,male,30.0,0,0,7.8958,F,S,Mr.
1,1,male,46.0,0,0,30.0,D,S,Mr.
0,1,male,36.0,1,0,78.85,C,S,Mr.
1,1,female,21.0,2,2,262.375,B,C,Miss.
0,3,male,24.0,1,0,16.1,F,S,Mr.
1,3,male,31.0,0,0,7.925,F,S,Mr.
0,1,male,70.0,1,1,71.0,B,S,etc
0,3,male,16.0,1,1,20.25,F,S,Mr.
1,2,female,30.0,0,0,13.0,E,S,Miss.
0,1,male,19.0,1,0,53.1,D,S,Mr.
0,3,male,31.0,0,0,7.75,F,Q,Mr.
1,2,female,4.0,1,1,23.0,E,S,Miss.
1,3,male,6.0,0,1,12.475,E,S,Master.
0,3,male,33.0,0,0,9.5,F,S,Mr.
0,3,male,23.0,0,0,7.8958,F,S,Mr.
1,2,female,48.0,1,2,65.0,E,S,Mrs.
1,2,male,0.67,1,1,14.5,E,S,Master.
0,3,male,28.0,0,0,7.7958,F,S,Mr.
0,2,male,18.0,0,0,11.5,E,S,Mr.
0,3,male,34.0,0,0,8.05,F,S,Mr.
1,1,female,33.0,0,0,86.5,B,S,etc
0,3,male,30.0,0,0,14.5,F,S,Mr.
0,3,male,41.0,0,0,7.125,F,S,Mr.
1,3,male,20.0,0,0,7.2292,F,C,Mr.
1,1,female,36.0,1,2,120.0,B,S,Mrs.
0,3,male,16.0,0,0,7.775,F,S,Mr.
1,1,female,51.0,1,0,77.9583,D,S,Mrs.
0,1,male,46.0,0,0,39.6,C,C,etc
0,3,female,30.5,0,0,7.75,F,Q,Miss.
0,3,male,35.0,1,0,24.15,F,Q,Mr.
0,3,male,32.0,0,0,8.3625,F,S,Mr.
0,3,male,24.0,0,0,9.5,F,S,Mr.
0,3,male,48.0,0,0,7.8542,F,S,Mr.
0,2,female,57.0,0,0,10.5,E,S,Mrs.
0,3,male,27.0,0,0,7.225,F,C,Mr.
1,2,female,54.0,1,3,23.0,E,S,Mrs.
0,3,male,18.0,0,0,7.75,F,S,Mr.
0,3,male,37.0,0,0,7.75,F,Q,Mr.
1,3,female,5.0,0,0,12.475,F,S,Miss.
0,3,male,37.0,0,0,7.7375,F,Q,Mr.
1,1,female,43.0,0,1,211.3375,B,S,Mrs.
1,3,female,13.0,0,0,7.2292,F,C,Miss.
1,1,female,17.0,1,0,57.0,B,S,Mrs.
0,1,male,29.0,0,0,30.0,D,S,Mr.
0,3,male,28.0,1,2,23.45,F,S,Mr.
0,3,male,25.0,0,0,7.05,F,S,Mr.
0,3,male,25.0,0,0,7.25,F,S,Mr.
1,3,female,18.0,0,0,7.4958,F,S,Miss.
0,3,male,8.0,4,1,29.125,F,Q,Master.
1,3,male,1.0,1,2,20.575,F,S,Master.
0,1,male,46.0,0,0,79.2,B,C,Mr.
0,3,male,37.0,0,0,7.75,F,Q,Mr.
0,2,male,16.0,0,0,26.0,E,S,Mr.
0,3,female,1.0,8,2,69.55,F,S,Miss.
0,1,male,39.0,0,0,30.6958,C,C,Mr.
0,3,male,25.0,0,0,7.8958,F,S,Mr.
0,2,male,39.0,0,0,13.0,E,S,Mr.
1,1,female,49.0,0,0,25.9292,D,S,etc
1,3,female,31.0,0,0,8.6833,F,S,Mrs.
0,3,male,30.0,0,0,7.2292,F,C,Mr.
0,3,female,30.0,1,1,24.15,F,S,Mrs.
0,2,male,34.0,0,0,13.0,E,S,Mr.
1,2,female,31.0,1,1,26.25,E,S,Mrs.
1,1,male,11.0,1,2,120.0,B,S,Master.
1,3,male,0.42,0,1,8.5167,F,C,Master.
1,3,male,27.0,0,0,6.975,F,S,Mr.
0,3,male,31.0,0,0,7.775,F,S,Mr.
0,1,male,39.0,0,0,0.0,A,S,Mr.
0,3,female,18.0,0,0,7.775,F,S,Miss.
0,2,male,39.0,0,0,13.0,E,S,Mr.
1,1,female,33.0,1,0,53.1,E,S,Mrs.
0,3,male,26.0,0,0,7.8875,F,S,Mr.
0,3,male,39.0,0,0,24.15,F,S,Mr.
0,2,male,35.0,0,0,10.5,E,S,Mr.
0,3,female,6.0,4,2,31.275,F,S,Miss.
0,3,male,30.5,0,0,8.05,F,S,Mr.
0,1,male,42.0,0,0,0.0,B,S,Mr.
0,3,female,23.0,0,0,7.925,F,S,Miss.
0,2,male,31.0,1,1,37.0042,E,C,Mr.
0,3,male,43.0,0,0,6.45,F,S,Mr.
0,3,male,10.0,3,2,27.9,F,S,Master.
1,1,female,52.0,1,1,93.5,B,S,Mrs.
1,3,male,27.0,0,0,8.6625,F,S,Mr.
0,1,male,38.0,0,0,0.0,C,S,etc
1,3,female,27.0,0,1,12.475,E,S,Mrs.
0,3,male,2.0,4,1,39.6875,F,S,Master.
0,3,male,37.0,0,0,6.95,F,Q,Mr.
0,3,male,30.0,0,0,56.4958,F,S,Mr.
1,2,male,1.0,0,2,37.0042,E,C,Master.
1,3,male,37.0,0,0,7.75,F,Q,Mr.
1,1,female,62.0,0,0,80.0,B,S,Mrs.
1,3,female,15.0,1,0,14.4542,F,C,Mrs.
1,2,male,0.83,1,1,18.75,E,S,Master.
0,3,male,27.0,0,0,7.2292,F,C,Mr.
0,3,male,23.0,0,0,7.8542,F,S,Mr.
0,3,male,18.0,0,0,8.3,F,S,Mr.
1,1,female,39.0,1,1,83.1583,E,C,Miss.
0,3,male,21.0,0,0,8.6625,F,S,Mr.
0,3,male,30.0,0,0,8.05,F,S,Mr.
1,3,male,32.0,0,0,56.4958,F,S,Mr.
1,1,male,39.0,0,0,29.7,C,C,Mr.
0,3,male,20.0,0,0,7.925,F,S,Mr.
0,2,male,16.0,0,0,10.5,E,S,Mr.
1,1,female,30.0,0,0,31.0,C,C,Miss.
0,3,male,34.5,0,0,6.4375,F,C,Mr.
0,3,male,17.0,0,0,8.6625,F,S,Mr.
0,3,male,42.0,0,0,7.55,F,S,Mr.
0,3,male,12.0,8,2,69.55,F,S,Mr.
0,3,male,35.0,0,0,7.8958,F,C,Mr.
0,2,male,28.0,0,1,33.0,E,S,etc
1,1,female,40.0,1,0,89.1042,C,C,Mrs.
0,3,male,4.0,4,2,31.275,F,S,Master.
0,3,male,74.0,0,0,7.775,F,S,Mr.
0,3,female,9.0,1,1,15.2458,F,C,Miss.
1,1,female,16.0,0,1,39.4,D,S,Miss.
0,2,female,44.0,1,0,26.0,E,S,Mrs.
1,3,female,18.0,0,1,9.35,F,S,Mrs.
1,1,female,45.0,1,1,164.8667,C,S,Mrs.
1,1,male,51.0,0,0,26.55,E,S,Mr.
1,3,female,24.0,0,3,19.2583,F,C,Mrs.
0,3,male,27.0,0,0,7.2292,F,C,Mr.
0,3,male,41.0,2,0,14.1083,F,S,Mr.
0,2,male,21.0,1,0,11.5,E,S,Mr.
1,1,female,48.0,0,0,25.9292,D,S,Mrs.
0,3,female,1.0,8,2,69.55,F,S,Miss.
0,2,male,24.0,0,0,13.0,E,S,Mr.
1,2,female,42.0,0,0,13.0,E,S,Mrs.
1,2,female,27.0,1,0,13.8583,E,C,Miss.
0,1,male,31.0,0,0,50.4958,A,S,Mr.
0,3,male,30.0,0,0,9.5,F,S,Mr.
1,3,male,4.0,1,1,11.1333,F,S,Master.
0,3,male,26.0,0,0,7.8958,F,S,Mr.
1,1,female,47.0,1,1,52.5542,D,S,Mrs.
0,1,male,33.0,0,0,5.0,B,S,Mr.
0,3,male,47.0,0,0,9.0,F,S,Mr.
1,2,female,28.0,1,0,24.0,E,C,Mrs.
1,3,female,15.0,0,0,7.225,F,C,Miss.
0,3,male,20.0,0,0,9.8458,F,S,Mr.
0,3,male,19.0,0,0,7.8958,F,S,Mr.
0,3,male,30.0,0,0,7.8958,F,S,Mr.
1,1,female,56.0,0,1,83.1583,C,C,Mrs.
1,2,female,25.0,0,1,26.0,E,S,Mrs.
0,3,male,33.0,0,0,7.8958,F,S,Mr.
0,3,female,22.0,0,0,10.5167,F,S,Miss.
0,2,male,28.0,0,0,10.5,E,S,Mr.
0,3,male,25.0,0,0,7.05,F,S,Mr.
0,3,female,39.0,0,5,29.125,F,Q,Mrs.
0,2,male,27.0,0,0,13.0,E,S,etc
1,1,female,19.0,0,0,30.0,B,S,Miss.
0,3,female,16.0,1,2,23.45,F,S,Miss.
1,1,male,26.0,0,0,30.0,C,C,Mr.
0,3,male,32.0,0,0,7.75,F,Q,Mr.
