"º¸¾ÈµîÀ§Ä¡¸í",¼³Ä¡°³¼ö,¼ÒÀçÁöµµ·Î¸íÁÖ¼Ò,¼ÒÀçÁöÁö¹øÁÖ¼Ò,À§µµ,°æµµ,¼³Ä¡¿¬µµ,¼³Ä¡ÇüÅÂ,°ü¸®±â°üÀüÈ­¹øÈ£,°ü¸®±â°ü¸í,µ¥ÀÌÅÍ±âÁØÀÏÀÚ
"¿°Æ÷µ¿196",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 170-3,35.5353809187,129.3913864976,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿197",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 535-3,35.529747,129.398249,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿198",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 508-23,35.526813,129.3990976274,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿199",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 508-10,35.527407,129.398679,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿200",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 385-1,35.529386532,129.397133638,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿201",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 20,35.543319284,129.394737154,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿202",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 192-10,35.5349937336,129.3908371670,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿203",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 23,35.5428226916,129.3952508978,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿204",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 23,35.5428226916,129.395272,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿205",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 461-3,35.5286931602,129.3969215424,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿206",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 167-2,35.5357095070,129.391233,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿207",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 66,35.537133,129.390632,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿208",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 396-6,35.529914664,129.395495947,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿209",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 171-1,35.535208,129.3911604751,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿210",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 129-3,35.5363448156,129.388947,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿211",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿»ê179-1,35.5236648045,129.4027047794,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿212",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 999-20,35.5235038562,129.4008247,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿213",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 525-14,35.528742,129.398121,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿214",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 62,35.537342,129.390868,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿215",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 319,35.5338424593,129.3942829252,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿216",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿275-6,35.5340150819,129.392992,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿217",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿275-6,35.5340150819,129.3929770573,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿218",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 1000-1,35.523634,129.400009,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿219",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 88-2,35.5371212884,129.389849,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿220",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 506-6,35.5276995879,129.3981350858,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿221",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 40,35.5422263172,129.3939822,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿222",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 16-1,35.5446039192,129.3961009823,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿223",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 525-27,35.52879824,129.3982898365,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿224",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 993-17,35.5252057088,129.4029837415,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿225",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ »ê 122-3,35.52984539,129.3966102810,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿226",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 323-3,35.5334052647,129.3941704,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿227",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 144-3,35.5362792120,129.3901445,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿228",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 420-1,35.5291269500,129.3961923,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿229",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 420-1,35.5291269500,129.3961452315,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿230",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 992-9,35.5251678861,129.4019204,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿231",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 990-5,35.5258521039,129.4030206578,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿232",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 992-2,35.5255991007,129.4026503900,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿233",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ »ê44-2,35.5469586061,129.3968251856,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿234",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿966,35.5353923472,129.3965059828,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿235",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¾çÁ¤µ¿ 805,35.5436657312,129.3884939653,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿236",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 391,35.52984539,129.3964804675,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿237",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 323-3,35.5334052647,129.3941704,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿238",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 144-3,35.5362792120,129.3901445,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿239",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 1008,35.5247221209,129.4017358627,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿240",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿ 420-2,35.5288593643,129.3960495410,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿241",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ È¿¹®µ¿683-1,35.5616861314,129.3647777487,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿242",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿91-1,35.5369250962,129.3889619428,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"¿°Æ÷µ¿243",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿°Æ÷µ¿195-1,35.5356521869,129.3905116791,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿1",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1019-7,35.5808666591,129.3634316010,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿2",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 374-6,35.584735,129.366363,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿3",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1050-1,35.582379,129.3625995709,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿4",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1090-2,35.5829909741,129.362694,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿5",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1112-1,35.5847660024,129.3630200269,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿6",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 411-2,35.5857395453,129.3632082,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿7",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 411-1,35.5858901142,129.3632115,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿8",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 410-8,35.5858237,129.3637789316,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿9",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1182-3,35.5852714869,129.3640407,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿10",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 410-4,35.5855169780,129.3636745884,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿11",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 408-4,35.586235,129.363735,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿12",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 407-6,35.586436,129.363585,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿13",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 408-1,35.586209,129.3632826506,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿14",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 407-1,35.5866084389,129.3633381517,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿15",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 402-4,35.586872,129.363177,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿16",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 407-2,35.586576,129.363499,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿17",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 407-4,35.5866013866,129.363799,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿18",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 404-1,35.5865583103,129.3647434896,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿19",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 404-1,35.5865583103,129.3647434896,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿20",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1192,35.5863360252,129.3643543289,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿21",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1199,35.586445,129.364228,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿22",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 411-9,35.585162,129.363788,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿23",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 412-3,35.585188,129.364389,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿24",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 412-5,35.585188,129.364647,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿25",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 413-6,35.585154,129.365569,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿26",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 412-6,35.585319,129.364636,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿27",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 340-2,35.585324,129.3649823199,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿28",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 1182-2,35.585346,129.364475,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿29",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 338,35.585546,129.3648762605,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿30",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 337-2,35.585677,129.3650025130,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿31",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 345-49,35.58571884,129.3654426,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿32",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 332,35.585834,129.365269,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿33",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 345-9,35.5857849,129.3656349,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿34",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 403-4,35.586209,129.365666,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿35",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 403-3,35.586331,129.365666,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿36",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 403-1,35.586674,129.3656605073,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿37",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 403-1,35.5866151153,129.3656605073,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿38",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 334,35.585956,129.3652189398,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿39",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 373-3,35.585215,129.366353,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿40",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 395-6,35.5851055265,129.366717,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿41",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 387-1,35.5849134985,129.367136,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿42",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 372-1,35.585127,129.367694,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿43",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 387-2,35.584743,129.367179,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿44",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 387-5,35.584682,129.366632,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿45",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 374-5,35.584604,129.366385,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿46",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 376-5,35.58397853,129.3665707183,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿47",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 376-7,35.5837591748,129.366511,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿48",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 376-9,35.5838810596,129.3667620440,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿49",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 377,35.5838388544,129.3675250839,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿50",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 368-1,35.5839756045,129.3681591573,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿51",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 378,35.5842562924,129.3685710232,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿52",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 350-1,35.58453774,129.3688503012,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿53",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 388-16,35.584778,129.368509,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿54",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 388-9,35.584866,129.3680451801,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿55",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 349-8,35.5851467967,129.3680989097,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿56",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ÁøÀåµ¿ 713,35.5640381866,129.3561418910,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿57",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 371-6,35.585328,129.368466,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿58",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 372-5,35.5849855125,129.368477,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿59",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 353-13,35.5851503216,129.369062,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿60",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 352-7,35.584935,129.369528,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿61",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 352-13,35.5847769139,129.368809,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿62",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 352-8,35.584752,129.369528,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿63",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 350-16,35.584351,129.369678,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
"È¿¹®µ¿64",1,,¿ï»ê±¤¿ª½Ã ºÏ±¸ ¿¬¾Ïµ¿ 321-1,35.5837712714,129.3697295719,,,052-241-7862,¿ï»ê±¤¿ª½Ã ºÏ±¸Ã»,2022-07-05
