state,city,visit_cnt,cctv_cnt,sclight_cnt,smalight_cnt,strlamp_cnt,crime_rate,avg_pop_density,new_state
전라남도,용산면,,99991.0,1.0,99993.0,99994.0,0.0343,144.78000000000003,전라남도 용산면
전라남도,장흥읍,,99991.0,1.0,99993.0,99994.0,0.0343,144.78000000000003,전라남도 장흥읍
전라북도,순찬군,,2.0,99992.0,99993.0,99994.0,0.0324,224.08,전라북도 순찬군
전라북도,공음면,,99991.0,1.0,99993.0,99994.0,0.0324,224.08,전라북도 공음면
전라북도,순창시,,99991.0,99992.0,3.0,99994.0,0.0324,224.08,전라북도 순창시
전라북도,함양군,,99991.0,99992.0,1.0,99994.0,0.0324,224.08,전라북도 함양군
충청남도,평택시,,13.0,99992.0,99993.0,99994.0,0.0368,264.24,충청남도 평택시
충청남도,운산면,,99991.0,1.0,99993.0,99994.0,0.0368,264.24,충청남도 운산면
충청남도,보은군,,99991.0,99992.0,1.0,99994.0,0.0368,264.24,충청남도 보은군
충청남도,연기군,,99991.0,99992.0,1.0,99994.0,0.0368,264.24,충청남도 연기군
충청남도,완주군,,99991.0,99992.0,1.0,99994.0,0.0368,264.24,충청남도 완주군
충청북도,청원군,,99991.0,99992.0,1.0,99994.0,0.0299,219.2,충청북도 청원군
